State	Level	Role	Jurisdiction	Jurisdiction OCDID	Electoral District	Electoral District OCDID	Office UUID	Seat	Office Name	Office Category	Body Name	County	Term End	Expires	Officeholder Start	Next Election Date	Regular Election Date	DOB	Wiki Word	Youtube (Gov)	Instagram URL (Gov)	Twitter Name (Gov)	Facebook URL (Gov)	Photo URL	Gov Email Form	Gov Email	Gov Mailing Address	Gov Phone	Website (Official)	TikTok (Gov)	Threads (Gov)	Person UUID	Official Name	Registered Political Party	Party Roll Up
VA	country	legislatorLowerBody	United States	ocd-division/country:us	Virginia's 7th congressional district	ocd-division/country:us/state:va/cd:7	aae69a36-8d38-4596-9671-3eb8a235608d	District 7	U.S. Representative	U.S. Representative	U.S. House of Representatives		2027-01-03		2025-01-03		2026-11-03	1975-06-06	Eugene_Vindman	https://www.youtube.com/@RepVindman/	https://www.instagram.com/repvindman/	RepVindman	https://www.facebook.com/CongressmanEugeneVindman/	https://pbs.twimg.com/profile_images/1725122238674882560/7XYq6Xpv_400x400.jpg	https://vindman.house.gov/address_authentication?form=/contact/email-me		1005 Longworth House Office Building, Washington, DC 20515	(202) 225-2815	https://vindman.house.gov/		repvindman	64fcfaae-14bf-4eb6-bda4-5e5c022ce9af	Eugene Vindman	Democratic Party	Democratic Party
VA	country	legislatorLowerBody	United States	ocd-division/country:us	Virginia's 8th congressional district	ocd-division/country:us/state:va/cd:8	55e4b6d8-b5bc-495e-b3ab-23f4070e3d2c	District 8	U.S. Representative	U.S. Representative	U.S. House of Representatives		2027-01-03		2015-01-03		2026-11-03	1950-06-20	Don_Beyer	https://www.youtube.com/@RepDonBeyer	https://www.instagram.com/repdonbeyer/	RepDonBeyer	https://www.facebook.com/RepDonBeyer	https://beyer.house.gov/images/beyer-3.jpg	https://beyer.house.gov/contact/		1226 Longworth House Office Building, Washington, DC 20515	(202) 225-4376	https://beyer.house.gov/		repdonbeyer	785ec931-887f-41a1-a695-a38e29a25d97	Don Beyer	Democratic Party	Democratic Party
VA	country	legislatorLowerBody	United States	ocd-division/country:us	Virginia's 9th congressional district	ocd-division/country:us/state:va/cd:9	4014ace5-ef1c-498a-874b-96bf85eec591	District 9	U.S. Representative	U.S. Representative	U.S. House of Representatives		2027-01-03		2011-01-03		2026-11-03	1958-03-15	Morgan_Griffith	https://www.youtube.com/user/RepMorganGriffith	https://www.instagram.com/hmorgangriffith/	RepMGriffith	https://www.facebook.com/RepMorganGriffith	https://upload.wikimedia.org/wikipedia/commons/e/ec/Morgan_Griffith%2C_Official_Portrait%2C_112th_Congress_B.jpg	https://morgangriffith.house.gov/contact/contactform.htm		2110 Rayburn House Office Building, Washington, DC 20515	(202) 225-3861	https://morgangriffith.house.gov/			ce2fc5ee-3083-4870-a43a-5702c5f554a0	Morgan Griffith	Republican Party	Republican Party
VA	administrativeArea1	headOfGovernment	Virginia	ocd-division/country:us/state:va	Virginia	ocd-division/country:us/state:va	4475b8b6-d37a-41f6-bfab-f01ae2c684b8		Governor of Virginia	Governor			2026-01-17		2022-01-15		2025-11-04	1966-12-09	Glenn_Youngkin	https://www.youtube.com/@govglennyoungkin/	https://www.instagram.com/glennyoungkin/	GovernorVA	https://www.facebook.com/governorva/	https://www.governor.virginia.gov/media/governorvirginiagov/governor-of-virginia/images/youngkin_glenn_governor_portrait.jpg	https://www.governor.virginia.gov/communicating-with-the-governors-office/		P.O. Box 1475, Richmond, VA 23218	(804) 786-2211	https://www.governor.virginia.gov/			ebfaf494-65c2-4df7-9941-92632459b272	Glenn Youngkin	Republican Party	Republican Party
VA	administrativeArea1	deputyHeadOfGovernment	Virginia	ocd-division/country:us/state:va	Virginia	ocd-division/country:us/state:va	b35182a5-2e7e-4976-9ba7-7a62d7b49665		Lieutenant Governor of Virginia	Lieutenant Governor			2026-01-17		2022-01-15		2025-11-04	1964-03-11	Winsome_Sears			WinsomeSears	https://www.facebook.com/ltgovvirginia	https://www.ltgov.virginia.gov/media/governorvirginiagov/lieutenant-governor/about/images/Lt-Gov.jpg	https://www.ltgov.virginia.gov/connect-with-us/	ltgov@ltgov.virginia.gov	P.O. Box 1195, Richmond, VA 23218	(804) 786-2078	https://www.ltgov.virginia.gov/			05983933-3a8d-47e6-81f9-80d015bdf378	Winsome Earle-Sears	Republican Party	Republican Party
VA	administrativeArea1	governmentOfficer	Virginia	ocd-division/country:us/state:va	Virginia	ocd-division/country:us/state:va	016b238e-71b1-4d51-a71e-7c3453c7361b		VA State Attorney General	Attorney General			2026-01-17		2022-01-15		2025-11-04	1976-02-11	Jason_Miyares				https://www.facebook.com/jasonmiyaresforvirginia	https://www.oag.state.va.us/images/Miyares-headshot.jpg			202 N Ninth St, Richmond, VA 23219	(804) 786-2071	https://www.oag.state.va.us/			f27f6523-aa58-4217-a479-88c65417b7dd	Jason S. Miyares	Republican Party	Republican Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 1	ocd-division/country:us/state:va/sldl:1	540e816b-06d9-4f47-b699-6059a7e296db	District 1	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Patrick_Hope	https://www.youtube.com/@HopeforVirginia/	https://www.instagram.com/hopeforvirginia/	HopeforVirginia	https://www.facebook.com/hopeforvirginia/	https://memdata.virginiageneralassembly.gov/images/display_image/H0219		delphope@house.virginia.gov	201 N. 9th St, Room 1402, Richmond, VA 23219	(804) 698-1001	https://virginiageneralassembly.gov/house/members/members.php?id=H0219			45ab4f26-85a9-46e6-9d21-2125ca610f27	Patrick A. Hope	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 10	ocd-division/country:us/state:va/sldl:10	85a559e4-1c06-4ddd-8c8c-a7205711211e	District 10	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1981-09-27	Dan_Helmer		https://www.instagram.com/deldanhelmer/	DelDanHelmer	https://www.facebook.com/deldanhelmer/	https://memdata.virginiageneralassembly.gov/images/display_image/H0317		deldhelmer@house.virginia.gov	201 N. 9th St, Room 1013, Richmond, VA 23219	(804) 698-1010	https://virginiageneralassembly.gov/house/members/members.php?id=H0317			0286e58d-22fc-4dfa-9041-3d4387687a25	Dan Helmer	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 100	ocd-division/country:us/state:va/sldl:100	25e7cec0-11d0-4ac5-8167-b04763335242	District 100	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1963-02-12	Robert_Bloxom_Jr.				https://www.facebook.com/electbloxomfordelegate/	https://memdata.virginiageneralassembly.gov/images/display_image/H0267		delrbloxom@house.virginia.gov	201 N. 9th St, Room 711, Richmond, VA 23219	(804) 698-1000	https://virginiageneralassembly.gov/house/members/members.php?id=H0267			c700eba0-6490-4b8c-8ea8-19528f2c6ae7	Robert S. Bloxom, Jr.	Republican Party	Republican Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 11	ocd-division/country:us/state:va/sldl:11	f90a16cc-d385-431a-8b6e-6e438f92f39c	District 11	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1969-05-06	David_Bulova			DavidBulova	https://www.facebook.com/DelegateDavidBulova/	https://memdata.virginiageneralassembly.gov/images/display_image/H0177		deldbulova@house.virginia.gov	201 N. 9th St, Room 909, Richmond, VA 23219	(804) 698-1011	https://virginiageneralassembly.gov/house/members/members.php?id=H0177			6bdf73b1-aed1-4473-8d0f-d3105116c36f	David L. Bulova	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 12	ocd-division/country:us/state:va/sldl:12	30edfbab-361b-479c-b3b0-d45a33ca579a	District 12	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Holly_Seibold		https://www.instagram.com/hollyseiboldva/	HollySeiboldVA	https://www.facebook.com/HollySeiboldVA	https://memdata.virginiageneralassembly.gov/images/display_image/H0351		delhseibold@house.virginia.gov	201 N. 9th St, Room 902, Richmond, VA 23219	(804) 698-1012	https://virginiageneralassembly.gov/house/members/members.php?id=H0351			7e1b4950-792b-4ce0-b8f2-d74f2c723e69	Holly M. Seibold	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 13	ocd-division/country:us/state:va/sldl:13	7ee4b0d4-1fea-4213-9f7e-fffa094f8d8f	District 13	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1970-07-01	Marcus_Simon	https://www.youtube.com/@MarcusBSimon/		marcussimon	https://www.facebook.com/DelegateSimon/	https://memdata.virginiageneralassembly.gov/images/display_image/H0264		delmsimon@house.virginia.gov	201 N. 9th St, Room 1114, Richmond, VA 23219	(804) 698-1013	https://virginiageneralassembly.gov/house/members/members.php?id=H0264			7de269bd-55c1-4312-bdc0-f71611800fd1	Marcus B. Simon	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 14	ocd-division/country:us/state:va/sldl:14	5d614412-3a99-4aa9-9df5-a65f64b571f7	District 14	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1940-06-07	Vivian_Watts					https://memdata.virginiageneralassembly.gov/images/display_image/H0108		delvwatts@house.virginia.gov	201 N. 9th St, Room 907, Richmond, VA 23219	(804) 698-1014	https://virginiageneralassembly.gov/house/members/members.php?id=H0108			72cb5b99-da35-4cff-a2c1-86a20b3264bb	Vivian E. Watts	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 15	ocd-division/country:us/state:va/sldl:15	23f60b5f-0643-4070-93e8-acf1b10cfb05	District 15	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Laura_Jane_Cohen		https://www.instagram.com/laurajanecohen/	LauraJaneCohen	https://www.facebook.com/LauraJaneCohenVA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0355		delljcohen@house.virginia.gov	201 N. 9th St, Room 821, Richmond, VA 23219	(804) 698-1015	https://virginiageneralassembly.gov/house/members/members.php?id=H0355			c10537b6-08e8-4210-84f9-3dfcce889c19	Laura Jane Cohen	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 16	ocd-division/country:us/state:va/sldl:16	d382f80a-e3ba-4e1b-a3d1-6e197d812347	District 16	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1961-07-22	Paul_Krizek	https://www.youtube.com/@paulkrizek7618/	https://www.instagram.com/krizekforva/	KrizekForVA	https://www.facebook.com/KrizekForVA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0281		delpkrizek@house.virginia.gov	201 N. 9th St, Room 1010, Richmond, VA 23219	(804) 698-1016	https://virginiageneralassembly.gov/house/members/members.php?id=H0281			fb2a4f76-5bf5-41da-99fa-f2e4466127b6	Paul E. Krizek	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 17	ocd-division/country:us/state:va/sldl:17	aba9474e-5f94-4c48-b4f0-4d53c0203424	District 17	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1957-02-18	Mark_Sickles			MarkSicklesVA	https://www.facebook.com/MarkSicklesVA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0172		delmsickles@house.virginia.gov	201 N. 9th St, Room 1232, Richmond, VA 23219	(804) 698-1017	https://virginiageneralassembly.gov/house/members/members.php?id=H0172			6e6a812d-075f-4cd0-9ffd-09a860e841eb	Mark D. Sickles	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 18	ocd-division/country:us/state:va/sldl:18	3887e08d-c2d9-41cf-af9b-464e7c28c93c	District 18	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Kathy_Tran		https://www.instagram.com/kathykltran/	KathyKLTran	https://www.facebook.com/KathyForDelegate/	https://memdata.virginiageneralassembly.gov/images/display_image/H0305		delktran@house.virginia.gov	201 N. 9th St, Room 1113, Richmond, VA 23219	(804) 698-1018	https://virginiageneralassembly.gov/house/members/members.php?id=H0305			9efd2713-be97-4add-8047-1a520fa10b49	Kathy K. L. Tran	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 19	ocd-division/country:us/state:va/sldl:19	f4796e0d-16c1-4472-97c6-ba9078074373	District 19	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Rozia_Henson		https://www.instagram.com/henson4virginia/	Henson4Virginia	https://www.facebook.com/Henson4Virginia/	https://memdata.virginiageneralassembly.gov/images/display_image/H0365		delrhenson@house.virginia.gov	201 N. 9th St, Room 818, Richmond, VA 23219	(804) 698-1019	https://virginiageneralassembly.gov/house/members/members.php?id=H0365			7902cdce-4386-41b0-bea6-fb27e1de7401	Rozia A. Henson, Jr.	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 2	ocd-division/country:us/state:va/sldl:2	0142279a-186d-49e7-8b43-5109808d3eca	District 2	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Adele_McClure	https://www.youtube.com/@AdeleforVA/	https://www.instagram.com/adeleforva/	AdeleMcClure_	https://www.facebook.com/AdeleforVA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0375		delamcclure@house.virginia.gov	201 N. 9th St, Room 1102, Richmond, VA 23219	(804) 698-1002	https://virginiageneralassembly.gov/house/members/members.php?id=H0375			8bba9198-3b4c-4552-9c76-44bfd481fb07	Adele Y. McClure	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 20	ocd-division/country:us/state:va/sldl:20	384b2f1f-6308-4bab-b344-a7a6ff5b3e30	District 20	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Michelle_Maldonado				https://www.facebook.com/Michelle4VA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0340		delmmaldonado@house.virginia.gov	201 N. 9th St, Room 819, Richmond, VA 23219	(804) 698-1020	https://virginiageneralassembly.gov/house/members/members.php?id=H0340			36d57659-04eb-48a8-bf99-8352fee8f8e5	Michelle Lopes Maldonado	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 21	ocd-division/country:us/state:va/sldl:21	d1ba6b1e-2ff9-41ff-b89c-e8f9c5244509	District 21	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Josh_Thomas_(politician)			VA_JET	https://www.facebook.com/p/Josh-Thomas-for-Delegate-100081832000047/	https://memdata.virginiageneralassembly.gov/images/display_image/H0382		deljthomas@house.virginia.gov	201 N. 9th St, Room 903, Richmond, VA 23219	(804) 698-1021	https://virginiageneralassembly.gov/house/members/members.php?id=H0382			3535daa1-67e9-484f-a388-e8ac0e134701	Josh Thomas	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 22	ocd-division/country:us/state:va/sldl:22	035cb344-b437-4c6d-900c-6f7488a40781	District 22	VA State Delegate	State Representative	VA House of Delegates				2026-01-14												201 N. 9th St, Room 918, Richmond, VA 23219		https://virginiageneralassembly.gov/house/members/members.php?id=H0373			2f9503dd-7183-4c1b-98dd-97465f2b5a91	Elizabeth R. Guzman	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 23	ocd-division/country:us/state:va/sldl:23	e80700dd-684e-4793-acd3-febf8eee29ae	District 23	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Candi_King		https://www.instagram.com/candimundonking/	CandiMundonKing	https://www.facebook.com/candikingforvahd2/	https://memdata.virginiageneralassembly.gov/images/display_image/H0330		delcmundonking@house.virginia.gov	201 N. 9th St, Room 906, Richmond, VA 23219	(804) 698-1023	https://virginiageneralassembly.gov/house/members/members.php?id=H0330			9f09f2df-0443-4c69-bd69-551c16dc91c0	Candi Mundon King	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 24	ocd-division/country:us/state:va/sldl:24	78e02176-39d9-4932-89c2-9dd6a9397b7a	District 24	VA State Delegate	State Representative	VA House of Delegates				2024-01-10			1958-05-30	Luke_Torian	https://www.youtube.com/@luketorian4263/	https://www.instagram.com/delegateluketorian/	DelegateTorian	https://www.facebook.com/DelegateTorian/	https://memdata.virginiageneralassembly.gov/images/display_image/H0227		delltorian@house.virginia.gov	201 N. 9th St, Room 1223, Richmond, VA 23219	(804) 698-1024	https://virginiageneralassembly.gov/house/members/members.php?id=H0227			65489474-7209-4298-8e7b-b39345aa86ad	Luke E. Torian	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 25	ocd-division/country:us/state:va/sldl:25	a0dd214c-1dc0-48a6-8adc-24890fd99bad	District 25	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Briana_Sewell		https://www.instagram.com/brianasewellva/	BrianaSewellVA	https://www.facebook.com/BrianaSewellVA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0343		delbsewell@house.virginia.gov	201 N. 9th St, Room 905, Richmond, VA 23219	(804) 698-1025	https://virginiageneralassembly.gov/house/members/members.php?id=H0343			145ef807-abc6-4296-b245-f8759d4ca8d3	Briana D. Sewell	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 26	ocd-division/country:us/state:va/sldl:26	7ec9487a-0b1b-43d4-b427-c00b91301b43	District 26	VA State Delegate	State Representative	VA House of Delegates				2025-01-13				Jas_Jeet_Singh		https://www.instagram.com/singhforva/	SinghforVA	https://www.facebook.com/SinghForVA/	https://memdata.virginiageneralassembly.gov/images/display_image/H0385		deljsingh@house.virginia.gov	201 N. 9th St, Room 1017, Richmond, VA 23219	(804) 698-1026	https://virginiageneralassembly.gov/house/members/members.php?id=H0385			e9c319b0-7b02-4869-b91e-453e543ffb78	J.J. Singh	Democratic Party	Democratic Party
VA	administrativeArea1	legislatorLowerBody	Virginia	ocd-division/country:us/state:va	Virginia State House district 27	ocd-division/country:us/state:va/sldl:27	850ccd3e-1f4c-4ae5-a303-5e72c78dc513	District 27	VA State Delegate	State Representative	VA House of Delegates				2024-01-10				Atoosa_Reaser		https://www.instagram.com/atoosareaser/	AtoosaReaser	https://www.facebook.com/AtoosaReaser/	https://memdata.virginiageneralassembly.gov/images/display_image/H0380		delareaser@house.virginia.gov	201 N. 9th St, Room 1016, Richmond, VA 23219	(804) 698-1027	https://virginiageneralassembly.gov/house/members/members.php?id=H0380			17e703c3-faa4-4a27-a07d-2635980ab4b9	Atoosa R. Reaser	Democratic Party	Democratic Party
