CandidateName,Incumbent,Withdrew,Party,Office,District,Race,Gender,Website,Twitter,Facebook,Instagram,YouTube,TikTok,BlueSky,Notes
"Robert G. ""Greg"" Kidd",No,,Democrat,House,2,"white, non-Hispanic",Male,https://www.kiddfornevada.com/,https://x.com/gregkidd,https://www.facebook.com/GregKiddNV/,https://www.instagram.com/gregkiddnv/,https://www.youtube.com/@GregKiddforNevada/videos,99,99,
Morgan Wadsworth,No,,Democrat,House,2,"white, non-Hispanic",Female,https://www.wadsworthfornevada.com/,99,https://www.facebook.com/profile.php?id=61583348624330,https://www.instagram.com/wadsworthnv02/,99,https://www.tiktok.com/@wadsworthnv02,99,
Samuel White,No,,Democrat,House,2,"white, non-Hispanic",Male,https://www.samuelforcongress.com/,99,99,https://www.instagram.com/samuelwhitenv/,99,99,99,
Jennifer Billat,No,,Republican,House,2,"white, non-Hispanic",Female,https://jennbillatforcongress.com/,99,https://www.facebook.com/badassbossjenn,https://www.instagram.com/badassbossjenn,https://www.youtube.com/@badassbossjenn,https://www.tiktok.com/@badassbossjenn,99,"there are two campaign sites, BE CAREFUL WITH BOTH, there is no actual site there, just placeholder or unknown - https://badassbossjenn.com/"
Tom Doyle,No,,Republican,House,2,"white, non-Hispanic",Male,https://doyle4nevada.org/,99,99,99,99,99,99,
David Flippo,No,,Republican,House,2,"white, non-Hispanic",Male,https://flippo4nv.com/,https://x.com/davidflipponv,https://www.facebook.com/votedavidflippo,https://www.instagram.com/electdavidflippo/,https://www.youtube.com/@davidflippo7402,99,99,there was a link for truth social on the campaign website - https://truthsocial.com/@davidflippo
George Forbush,No,,Republican,House,2,,Male,https://forbushforcongress.com/,99,https://www.facebook.com/people/George-Forbush-for-Congress/61585111597557/,https://www.instagram.com/forbushforcongress/,99,99,99,
Bruce Grego,No,,Republican,House,2,"white, non-Hispanic",Male,99,99,99,99,99,99,99,
Andrea Lowe,No,,Republican,House,2,"white, non-Hispanic",Female,https://www.voteandrealowe.com/,https://x.com/AndreaLoweNV,https://www.facebook.com/profile.php?id=61583765181934,99,99,https://www.tiktok.com/@andrealowenv02,99,
Jerry Olsen,No,,Republican,House,2,"white, non-Hispanic",Male,https://olsen4congress.com/,99,99,99,99,99,99,
James A. Settelmeyer,No,,Republican,House,2,"white, non-Hispanic",Male,https://jamesfornv.com/,https://x.com/SettelmeyerNV,99,99,99,99,99,
Rick Shepherd,No,,Republican,House,2,"white, non-Hispanic",Male,https://rickshepherd.com/,https://x.com/RepRickShepherd,https://www.facebook.com/RickShepherdforCongress/,99,https://www.youtube.com/@RickShepherd/featured,99,99,
"Fred J. Simon, Jr.",No,,Republican,House,2,"white, non-Hispanic",Male,https://simonforcongresscd2.com/,99,https://www.facebook.com/SimonforNevada/,https://www.instagram.com/fredsimonfornevada/?hl=en,https://www.youtube.com/@simonforcongresscd2,99,99,"my computer would not or could not load the campaign website, be careful when checking"
"Michael ""Mike"" Smith",No,,Republican,House,2,"white, non-Hispanic",Male,https://www.mikesmithfornevada.com/,99,99,99,99,99,99,
Sherman Tylawsky,No,,Republican,House,2,,Male,https://www.sherman4congress.org/,99,https://www.facebook.com/sherman.tylawsky,https://www.instagram.com/shermtanknv/,99,99,99,
Jesse J. Watts,No,,Republican,House,2,"white, non-Hispanic",Male,https://jessefornevada.com/,https://x.com/sheriffwatts,https://www.facebook.com/JesseforNevada/,https://www.instagram.com/jessewattsfornevada/,https://www.youtube.com/@Jessefornevada,99,99,
James A. Lally,No,,Democrat,House,3,"white, non-Hispanic",Male,https://www.lallyfornv.com/,https://x.com/LallyForNV,https://www.facebook.com/LallyForNV/,https://www.instagram.com/lallyfornv,99,99,https://bsky.app/profile/lallyfornv.bsky.social,
Susie Lee,Yes,,Democrat,House,3,"white, non-Hispanic",Female,,,,,,,,
Terrill Robinson,No,,Democrat,House,3,black,Male,https://www.terrillrobinsonforcongress.com/,99,https://www.facebook.com/profile.php?id=61585198423366,https://www.instagram.com/terrill4nv3?igsh=dHl5dXJza2ZueGc0,99,https://www.tiktok.com/@terrill4congressnv,99,
Brandon West,No,,Democrat,House,3,black,Male,99,99,99,https://www.instagram.com/west4nv/,99,99,99,
Tera Anderson,No,,Republican,House,3,"white, non-Hispanic",Female,https://www.teraanderson.com/,http://x.com/teraandersonnv,http://facebook.com/teraandersonnv,http://instagram.com/teraandersonnv,99,99,99,
Jeff Gunter,No,,Republican,House,3,,Male,https://drjeffgunter.com/,https://twitter.com/DrJeffGunter,https://www.facebook.com/jeffgunterforsenate%20,https://www.instagram.com/drjeffgunter/,99,99,99,there was a truth social linked on the campaign website - https://truthsocial.com/@AmbJeffreyRossGunter
Aury Nagy,No,,Republican,House,3,,Male,https://www.nagyforcongress.com/,https://x.com/draurynagy?s=21,https://www.facebook.com/NagyforCongress/,https://www.instagram.com/nagyforcongress?igsh=ZTkxZHBqa3plNTRo&utm_source=qr,https://www.youtube.com/@nagyforcongress,https://www.tiktok.com/@draurynagy,99,there was a truth social linked on the campaign website - https://truthsocial.com/@NagyforCongress
Marty O'Donnell,No,,Republican,House,3,"white, non-Hispanic",Male,https://martyforcongress.vote/,https://twitter.com/MartyTheElder,https://www.facebook.com/MartytheElder,https://www.instagram.com/martytheelder/,https://www.youtube.com/@TheMartyODonnell,99,99,
Ronda Kennedy,No,,Republican,House,4,black,Female,https://rondakennedy.com/,https://x.com/RondaBKennedy,https://www.facebook.com/RondaKennedyForSenate,https://www.instagram.com/rondabkennedy/,https://www.youtube.com/@rondanbkennedy/featured,https://www.tiktok.com/@rondakennedy4congress,99,
Anthony D. Snowden,No,,Republican,House,4,,Male,99,99,99,99,99,99,99,
Cody K. Whipple,No,,Republican,House,4,"white, non-Hispanic",Male,https://codyk4congress.com/,https://x.com/codyk4congress,https://www.facebook.com/p/Cody-K-Whipple-61575943587060/,https://www.instagram.com/codykforcongress/,https://www.youtube.com/@CodyK4Congress/videos,https://www.tiktok.com/@codykwhipple,99,there was a truth social linked on the campaign website - https://truthsocial.com/@codyk4congress
